#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2022-07-08T00:50:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62c77f2d143f3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/AJ/157/12&tab:{J/AJ/157/12/table3}&key:source=J/AJ/157/12/table3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/157/12/table3
#-order=I
#-out=GLON
#-out=GLAT
#-out=RAJ2000
#-out=DEJ2000
#-out=Diam-a
#-out=Diam-b
#-out=Name
#-out=Class1
#-out=Class2
#

#RESOURCE=yCat_51570012
#Name: J/AJ/157/12
#Title: Star clusters, associations, & candidates in the MW (Bica+, 2019)
#Table	J_AJ_157_12_table3:
#Name: J/AJ/157/12/table3
#Title: Clusters, candidates and alike objects
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	RAJ2000	(A8)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Diam-a	(F7.2)	[0.01/4560] Major axis diameter	[ucd=phys.angSize]
#Column	Diam-b	(F7.2)	[0.01/2400] Minor axis diameter	[ucd=phys.angSize]
#Column	Name	(a112)	Chronologically ordered cross-identified designation(s)	[ucd=meta.id.cross]
#Column	Class1	(a5)	Object type (G1)	[ucd=src.class]
#Column	Class2	(A5)	Possible second object type (G1)	[ucd=src.class]
_RAJ2000|_DEJ2000|GLON|GLAT|RAJ2000|DEJ2000|Diam-a|Diam-b|Name|Class1|Class2
071.34583|-83.99694|297.01|-30.14|04 45 23|-83 59 49|   4.00|   4.00|NGC 1841,ESO 4-15                                                                                               |MHC  |
167.45833|-76.58056|297.02|-14.89|11 09 50|-76 34 50|  10.00|  10.00|Bica 465                                                                                                        |EC   |
167.41250|-76.61389|297.02|-14.92|11 09 39|-76 36 50|  30.00|  30.00|Cha I N,Chamaeleon I North Cluster,BDB 254,MWSC 1903                                                            |EC   |
180.72917|-60.92500|297.07|  1.39|12 02 55|-60 55 30|  14.00|  14.00|AT 8,Alessi-Teutsch 8,ASCC 68,MWSC 1993                                                                         |OC   |
179.85000|-63.20972|297.12| -0.93|11 59 24|-63 12 35|  36.00|  21.00|LMR 173                                                                                                         |Assoc|
179.74583|-63.62111|297.14| -1.34|11 58 59|-63 37 16|  20.00|  20.00|Maj 146,Majaess 146                                                                                             |EC   |
166.74583|-77.37917|297.19|-15.68|11 06 59|-77 22 45|   3.00|   2.00|Bica 467                                                                                                        |EC   |
166.69167|-77.37500|297.19|-15.69|11 06 46|-77 22 30|  14.00|  14.00|Bica 466                                                                                                        |EC   |
156.17917|-80.98194|297.22|-19.78|10 24 43|-80 58 55| 260.00| 260.00|Alessi 124                                                                                                      |Ast  |OCC
170.88750|-74.97167|297.22|-13.08|11 23 33|-74 58 18|   7.00|   7.00|FSR 1598,MWSC 1940                                                                                              |lPOCR|OC
168.11667|-76.73944|297.23|-14.96|11 12 28|-76 44 22|   0.70|   0.70|Bica 468                                                                                                        |EC   |
167.12500|-77.30000|297.24|-15.57|11 08 30|-77 18 00| 100.00|  35.00|Cha I,Chamaeleon I Association,Chamaeleon T,BDB 255,MWSC 1897                                                   |Assoc|
180.23750|-63.06778|297.25| -0.76|12 00 57|-63 04 04|   1.50|   1.50|SHU 103,LS 17,La Serena 17,Froebrich 98                                                                         |EC   |
180.37500|-63.00444|297.30| -0.68|12 01 30|-63 00 16|  80.00|  80.00|CruOB1E                                                                                                         |Assoc|
179.68750|-64.57861|297.31| -2.28|11 58 45|-64 34 43|  10.00|   8.00|Ruprecht 98,OCL 868,BH 125,ESO 94-9,MWSC 1988                                                                   |OC   |lPOCR
180.58750|-62.60889|297.32| -0.27|12 02 21|-62 36 32|   1.00|   1.00|LS 18,La Serena 18                                                                                              |ECC  |
167.25833|-77.49861|297.35|-15.74|11 09 02|-77 29 55|  40.00|  40.00|Cha I S,Chamaeleon I South,BDB 256,MWSC 1899                                                                    |EC   |
167.45000|-77.44194|297.37|-15.68|11 09 48|-77 26 31|   3.50|   3.50|Bica 470                                                                                                        |ECC  |
167.00000|-77.65222|297.37|-15.91|11 08 00|-77 39 08|  14.00|  14.00|Bica 469                                                                                                        |EC   |
181.95417|-59.29333|297.37|  3.10|12 07 49|-59 17 36|  12.00|  12.00|ESO 130-6,Steine 4,MWSC 1998                                                                                    |EC   |cPOCR
180.60000|-62.96833|297.39| -0.63|12 02 24|-62 58 06|   1.60|   1.60|GLIMPSE 28,Mercer 28                                                                                            |EC   |
180.51250|-63.22333|297.40| -0.88|12 02 03|-63 13 24|   9.00|   8.00|NGC 4052,Collinder 251,OCL 870,BH 126,ESO 94-10,MWSC 1991                                                       |OC   |
027.36667|-73.72833|297.44|-42.78|01 49 28|-73 43 42|   4.40|   4.40|L 113,Lindsay 113,ESO30-4                                                                                       |MHC  |
180.97500|-62.37611|297.45| -0.01|12 03 54|-62 22 34|   0.70|   0.70|LS 21,La Serena 21                                                                                              |ECC  |
180.68750|-63.11722|297.46| -0.76|12 02 45|-63 07 02|   1.30|   1.30|LS 19,La Serena 19                                                                                              |EC   |
168.17917|-77.37333|297.49|-15.56|11 12 43|-77 22 24|   0.70|   0.60|Bica 471                                                                                                        |ECC  |
180.80000|-63.13222|297.51| -0.77|12 03 12|-63 07 56|   2.60|   2.60|GLIMPSE 29,Mercer 29                                                                                            |EC   |
180.82083|-63.18889|297.53| -0.82|12 03 17|-63 11 20|   0.70|   0.70|SHU 6,LS 20,La Serena 20                                                                                        |EC   |
180.42083|-64.10000|297.53| -1.75|12 01 41|-64 06 00|   4.00|   4.00|Juchert 13,DSH J1201.6-6406,FSR 1600,MWSC 1992                                                                  |OC   |
181.67083|-61.25833|297.57|  1.15|12 06 41|-61 15 30|   9.00|   8.00|NGC 4103,Melotte 109,Collinder 252,OCL 871,BH 127,ESO 130-5,MWSC 1997                                           |OC   |
180.09583|-65.12861|297.59| -2.79|12 00 23|-65 07 43|   1.00|   1.00|Riddle 12                                                                                                       |cPOCR|OCC
180.98750|-63.28556|297.63| -0.90|12 03 57|-63 17 08|   1.00|   1.00|LS 22,La Serena 22                                                                                              |EC   |
181.02917|-63.36111|297.66| -0.98|12 04 07|-63 21 40|   1.50|   1.50|SHU 104                                                                                                         |EC   |
180.82083|-63.87278|297.66| -1.49|12 03 17|-63 52 22|   5.00|   5.00|Ruprecht 99,OCL 872,ESO 94-11,MWSC 1994                                                                         |OC   |lPOCR
180.40417|-65.14667|297.72| -2.78|12 01 37|-65 08 48|   5.00|   5.00|BHR 71                                                                                                          |EC   |
181.47083|-62.65000|297.72| -0.23|12 05 53|-62 39 00|   4.00|   4.00|Ruprecht 100,OCL 873,ESO 130-4,MWSC 1995                                                                        |lPOCR|OC
182.62917|-59.47556|297.74|  2.98|12 10 31|-59 28 32|  10.00|  10.00|Stock 15,OCL 869,ESO 130-8,MWSC 2005                                                                            |EC   |
181.22083|-63.36361|297.74| -0.96|12 04 53|-63 21 49|   1.50|   1.50|Teutsch 107,DSH J1204.8-6321                                                                                    |OCC  |
183.45833|-56.75917|297.77|  5.74|12 13 50|-56 45 33|   6.50|   6.50|FSR 1602,MWSC 2008                                                                                              |EC   |
182.20833|-60.88556|297.77|  1.55|12 08 50|-60 53 08|  20.00|  20.00|Loden 565,OCL 873.1,MWSC 2000                                                                                   |OC   |
189.59167|-11.53333|297.82| 51.21|12 38 22|-11 32 00|  24.00|  24.00|Harrington 21,Jaws,Pothier 11,Ramakers 58                                                                       |Ast  |lPOCR
182.32500|-61.33500|297.90|  1.12|12 09 18|-61 20 06|   2.00|   2.00|Teutsch J1209.3-6120                                                                                            |lPOCR|Ast
184.35833|-55.11778|298.04|  7.43|12 17 26|-55 07 04|   5.00|   5.00|NGC 4230,Collinder 253,OCL 874,ESO 171-14,MWSC 2013                                                             |lPOCR|OC
182.25833|-63.26500|298.18| -0.78|12 09 02|-63 15 54|   0.90|   0.90|DBSB 75,MWSC 2001                                                                                               |EC   |
182.40833|-62.98833|298.20| -0.50|12 09 38|-62 59 18|   7.00|   6.00|Ruprecht 101,OCL 875,ESO 95-2,FSR 1603,MWSC 2002                                                                |EC   |
182.50000|-62.83111|298.22| -0.34|12 10 00|-62 49 52|   1.60|   1.10|DBSB 74,MDF 16,MWSC 2003                                                                                        |EC   |
181.78333|-64.80056|298.24| -2.33|12 07 08|-64 48 02|   1.30|   1.30|Juchert 14,DSH J1207.1-6448                                                                                     |OC   |
182.94583|-61.77306|298.26|  0.74|12 11 47|-61 46 23|   0.90|   0.90|VVV 10,VVV-CL 010                                                                                               |EGr  |
185.48750|-51.47806|298.26| 11.13|12 21 57|-51 28 41|   5.50|   5.50|FSR 1604,MWSC 2018                                                                                              |EC   |
183.98750|-58.42639|298.28|  4.13|12 15 57|-58 25 35|   4.00|   2.50|Ruprecht 103,OCL 876,ESO 130-11,MWSC 2012                                                                       |OC   |
174.29167|-75.87472|298.34|-13.67|11 37 10|-75 52 29|   9.00|   9.00|Bica 472                                                                                                        |ECC  |
160.44167|-82.00139|298.37|-20.30|10 41 46|-82 00 05|  14.00|  14.00|MWSC 5681                                                                                                       |OC   |
181.96667|-65.19389|298.38| -2.71|12 07 52|-65 11 38|   6.00|   6.00|FSR 1605,MWSC 1999                                                                                              |OC   |
182.49583|-63.90528|298.39| -1.39|12 09 59|-63 54 19|  23.00|  23.00|ME 2,Mel`nik-Efremov 2,CLUST 2,Alessi 182,Alessi J1209.7-6352                                                   |EC   |
188.52083|-29.41056|298.40| 33.30|12 34 05|-29 24 38|  11.00|  11.00|ESO 442-4,MWSC 2046                                                                                             |lPOCR|
183.24167|-61.84028|298.41|  0.69|12 12 58|-61 50 25|   3.00|   3.00|LS 26,La Serena 26                                                                                              |EC   |
183.12083|-62.83028|298.50| -0.29|12 12 29|-62 49 49|   1.50|   1.50|LS 24,La Serena 24                                                                                              |EC   |
